stats (11)
last_name, first_name,player_id,year,player_age,p_game,p_formatted_ip,p_strikeout,p_k_percent,p_era,pitch_hand,n,n_ff_formatted,ff_avg_speed,ff_avg_spin,ff_avg_break_x,ff_avg_break_z,ff_avg_break,ff_range_speed,n_sl_formatted,sl_avg_speed,sl_avg_spin,sl_avg_break_x,sl_avg_break_z,sl_avg_break,sl_range_speed,n_ch_formatted,ch_avg_speed,ch_avg_spin,ch_avg_break_x,ch_avg_break_z,ch_avg_break,ch_range_speed,n_cukc_formatted,cu_avg_speed,cu_avg_spin,cu_avg_break_x,cu_avg_break_z,cu_avg_break,cu_range_speed,n_sift_formatted,si_avg_speed,si_avg_spin,si_avg_break_x,si_avg_break_z,si_avg_break,si_range_speed,n_fc_formatted,fc_avg_speed,fc_avg_spin,fc_avg_break_x,fc_avg_break_z,fc_avg_break,fc_range_speed,n_fs_formatted,fs_avg_speed,fs_avg_spin,fs_avg_break_x,fs_avg_break_z,fs_avg_break,fs_range_speed,n_kn_formatted,kn_avg_speed,kn_avg_spin,kn_avg_break_x,kn_avg_break_z,kn_avg_break,kn_range_speed,
Rosenthal, Trevor,572096,2019,29,22,15.1,17,20.0,13.50,R,405,69.9,98,2348,-6.8,-12.7,17.9,1.5,24.4,88,2212,5,-34.4,5.6,1.5,3.5,87.6,1788,-10.8,-23,16.9,1.4,,,,,,,,2.2,98.3,2295,-11.9,-16.8,17,1.4,,,,,,,,,,,,,,,,,,,,,,
Skaggs, Tyler,572140,2019,28,15,79.2,78,23.3,4.29,L,1386,50.4,91.3,2193,1.8,-15.5,17.6,1.5,,,,,,,,15.9,83.8,1699,9.7,-28.8,14.8,1.6,33.7,75.1,2609,-10.6,-67.5,20.2,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smith, Burch,572143,2019,29,17,21.1,20,18.9,5.48,R,425,63.3,92.6,2279,-5.7,-15.8,16.7,1.6,0.2,85.7,2247,3.7,-37.4,3.8,,16.2,82.2,1866,-11,-26.1,17.6,1.3,20,78.2,2388,11.3,-58.7,17.4,1.9,0.2,92,2153,-11.1,-21.3,14.9,,,,,,,,,,,,,,,,,,,,,,,
Tepera, Ryan,572193,2019,32,23,21.2,14,15.4,4.98,R,340,20.9,93.4,2275,-9.3,-15.3,18.9,1.1,4.7,82.3,2374,6.5,-43.2,7.4,1.5,6.8,85.6,1225,-10.2,-35.5,11.3,1.7,,,,,,,,35.6,93.7,2251,-16.8,-19.8,20.6,1.1,32.1,88.2,2414,2.5,-28.3,7.9,1.2,,,,,,,,,,,,,,,
Erlin, Robbie,572362,2019,29,37,55.1,52,20.7,5.37,L,959,29.6,90.7,2376,6.7,-16.1,18.9,1,10.2,88.2,2491,-2,-26.6,9.8,1.8,16.6,83.5,1546,9.2,-30.5,13.5,1.4,22.3,76.2,2598,-5.4,-65.8,18.2,1.6,21.3,90.5,2242,13.9,-21,19,0.9,,,,,,,,,,,,,,,,,,,,,,
VerHagen, Drew,572403,2019,29,22,58.0,51,19.8,5.90,R,945,12.6,93.8,2318,-4.4,-16.1,15.7,1.4,30.4,84.8,2279,9,-38.6,9.2,1.7,0.6,89.1,2127,-9.5,-24.1,14.4,1.5,16.4,78.5,2414,11.6,-62,19.3,1.8,40,92.9,2239,-12.6,-22.2,15.8,1.2,,,,,,,,,,,,,,,,,,,,,,
Bard, Luke,572703,2019,29,32,49.0,40,20.1,4.78,R,794,34.6,94.2,2746,-10.4,-14.6,19.6,1.2,50.4,86,2891,5.4,-36.3,6.3,1.8,5.4,87.2,1823,-16.5,-29.9,17.8,1.6,,,,,,,,9.6,94.2,2755,-13.6,-16.4,20.1,1.6,,,,,,,,,,,,,,,,,,,,,,
Greene, Shane,572888,2019,31,65,62.2,64,25.4,2.30,R,949,1.9,93.9,2295,-7.8,-15.8,18,1.3,21.4,80.2,2593,16.7,-41.8,17.3,1.4,0.5,85.4,1714,-16.7,-37.6,16.8,1.5,,,,,,,,45.1,92.6,2173,-15.7,-23.1,18.6,1.2,31.1,87.7,2473,6.1,-28.9,10.3,1.4,,,,,,,,,,,,,,,
Keuchel, Dallas,572971,2019,31,19,112.2,91,18.7,3.75,L,1864,5.2,89.4,2123,2.9,-21.8,13.3,1.2,11.4,78.4,2229,-8.1,-46.5,9.2,1.6,14.5,79.7,1572,13.4,-39.6,14,1.3,,,,,,,,49,88.3,2006,12.8,-30.6,13.8,1,19.8,86.1,2134,-2.4,-30,8.2,1.1,,,,,,,,,,,,,,,
Morin, Mike,573046,2019,28,52,50.2,26,12.4,4.62,R,703,11.7,91.6,2136,-8.3,-16.5,18.1,1.2,15.4,81.8,2119,5.1,-39.6,6,2.1,36.7,72.6,1460,-3.7,-37.7,14.4,2,,,,,,,,36.3,91.1,1998,-14.9,-21.6,18.7,1.2,,,,,,,,,,,,,,,,,,,,,,
Rogers, Taylor,573124,2019,29,60,69.0,90,32.4,2.61,L,1040,0.1,94.6,2222,7.6,-18.7,15.3,,35.4,82.8,2529,-11,-38.5,11.8,2,,,,,,,,14.7,79.9,2663,-13.7,-44.8,13.9,1.5,49.8,94.8,2074,17.4,-23.7,19,1.1,,,,,,,,,,,,,,,,,,,,,,
Rosscup, Zac,573127,2019,31,28,18.0,26,27.7,5.00,L,372,19.1,92.4,2009,4.1,-13.9,17.8,1.1,59.9,86.2,2492,-6.2,-33.9,8,1.6,,,,,,,,,,,,,,,21,92.3,2009,7.8,-14.9,18.4,1.1,,,,,,,,,,,,,,,,,,,,,,
Straily, Dan,573185,2019,31,14,47.2,33,14.0,9.82,R,966,52.2,90.2,2365,-8,-16.8,19,1.3,20,83.6,2643,6,-37.3,7.2,1.6,24.1,84,1669,-12,-36.3,12.7,1,3.5,76.1,2729,9.8,-54.2,11.5,1.6,0.2,91.4,2208,-15.9,-19.7,20.8,1.5,,,,,,,,,,,,,,,,,,,,,,
Stroman, Marcus,573186,2019,28,32,184.1,159,20.5,3.22,R,3046,2.4,92.9,2455,-6.3,-18.7,15.3,1.3,30.9,85.7,2838,11.2,-37.8,11.6,2,5.3,87,1929,-13.9,-30.1,15.8,2.1,1,75,2686,15.3,-55.6,16,2,36.3,92.5,2345,-12,-28.1,13.1,0.9,24.1,91,2615,1.1,-27.2,7.1,1.1,,,,,,,,,,,,,,,
Minaya, Juan,573668,2019,29,22,27.2,27,21.4,3.90,R,478,62.6,93.4,2312,-9.6,-16.7,17.3,1,8.8,84.4,2194,2.7,-36.4,3.7,1.4,20.1,88.1,1571,-12.3,-32.6,12.9,1.4,8.4,83.6,2263,4.4,-40,4.7,1.4,,,,,,,,0.2,87.7,1702,-11.8,-35.7,11.9,,,,,,,,,,,,,,,,
Kikuchi, Yusei,579328,2019,28,32,161.2,116,16.1,5.46,L,2629,49,92.5,2096,5.7,-16.1,16.8,1.7,28,86,2220,-3.5,-34,5.6,2,7.6,84.5,1772,11.5,-29.1,14.8,2,15.4,75,2527,-6.9,-63.7,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goody, Nick,580792,2019,28,39,40.2,50,28.9,3.54,R,709,51.2,92.6,2229,-6,-15.3,17.6,1,48.8,82.3,2390,9.9,-40.7,10.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Velazquez, Hector,584171,2019,31,34,56.1,49,19.8,5.43,R,960,23,92.2,2173,-7.7,-16,17.7,1.2,16.8,83.1,2120,6.7,-33.1,10.1,2.2,30.4,85.9,1478,-9.6,-31,11.8,1.5,2.3,77.6,2157,5.2,-52.7,9.1,2,27.5,91.1,2049,-14.6,-21.6,18.4,1.4,,,,,,,,,,,,,,,,,,,,,,
Adam, Jason,592094,2019,28,23,21.2,18,19.8,2.91,R,396,61.4,94.4,2580,-7.9,-15,17.8,1.1,,,,,,,,11.6,89.4,1815,-16.6,-29.2,17.7,1.2,27,77.7,2539,13.9,-57.5,17.7,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allen, Cody,592102,2019,31,25,23.0,29,25.0,6.26,R,490,53.7,92.2,2460,-10.8,-13.3,22,0.9,,,,,,,,,,,,,,,46.3,82.6,2534,8.8,-48.3,11.7,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bedrosian, Cam,592135,2019,28,59,61.1,64,24.8,3.23,R,1014,47.8,92.9,2377,-2.5,-14.2,18.1,1.1,50.9,83.2,2630,4.4,-45.1,6.7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,86.1,1791,-10.7,-22.1,19.2,1.4,,,,,,,,
Biddle, Jesse,592145,2019,28,30,28.0,26,17.1,8.36,L,601,54.6,93.8,2532,5,-17.5,14.7,1.1,20.1,87.1,2350,-3.7,-33.7,5.8,2.2,,,,,,,,25.1,77.2,2591,-12.5,-62.7,19.7,1.3,0.2,93.2,2576,9.1,-23.2,12.1,,,,,,,,,,,,,,,,,,,,,,,
Brennan, Brandon,592165,2019,28,44,47.1,47,24.0,4.56,R,713,3.1,94.5,2297,-16.4,-20,20.3,1.4,6.5,87.1,2097,-1,-33.4,4.5,1.4,41.8,84.6,1670,-16.7,-34,18,1.3,,,,,,,,48.7,94.7,2228,-19.4,-26.4,20.2,1.1,,,,,,,,,,,,,,,,,,,,,,
Brice, Austin,592169,2019,27,36,44.2,46,23.1,3.43,R,756,31.1,93.1,2348,-13.9,-23.3,16.9,1,,,,,,,,4.5,87.1,1809,-17.5,-38.1,17.7,1.4,44.6,81.7,2903,12.4,-44,12.9,1.3,19.8,93.3,2056,-17.6,-33.3,17.8,1.1,,,,,,,,,,,,,,,,,,,,,,
Claudio, Alex,592222,2019,27,83,62.0,44,16.5,4.06,L,969,2,85.5,2056,18.1,-35.9,18.4,1.6,17.6,76.6,2238,-6.2,-46,7.1,1.5,36,73.3,2177,19.9,-53.2,20,2.5,0.1,69.9,2099,-7.8,-57,8.3,,44.3,85.6,1984,17.6,-44,18.4,1.4,,,,,,,,,,,,,,,,,,,,,,
Covey, Dylan,592229,2019,28,18,58.2,41,14.6,7.98,R,1018,14.4,94.2,2124,-3.4,-16.1,15.7,1.5,0.3,83.4,2045,3.7,-40.8,4.3,1.6,18.2,85.7,1306,-9.3,-33.1,10.7,1.3,9.7,82,2447,3.4,-46.9,6.3,2.2,35.6,94.5,2070,-11.8,-17.7,18,1.5,21.8,90.9,2162,2.7,-23.9,10.4,1.2,,,,,,,,,,,,,,,
Crichton, Stefan,592233,2019,27,28,30.1,33,26.8,3.56,R,467,1.9,93.6,2121,-11.5,-18.3,17.9,1.4,,,,,,,,3.4,87.3,1773,-11.4,-31.7,12.5,1.4,33,78.8,2546,12.8,-54.7,15.8,1.2,61.7,93,2047,-16.9,-24.8,18.5,1,,,,,,,,,,,,,,,,,,,,,,
Foltynewicz, Mike,592314,2019,28,21,117.0,105,21.4,4.54,R,1888,26.3,94.8,2237,-9,-15.4,17.9,1.9,28.5,85.4,2443,3.5,-33.8,6.9,1.9,9.5,86.7,1876,-13.9,-25.6,17.7,1.8,10.1,79.4,2436,4.7,-47.9,6.5,2,25.6,95,2184,-15.6,-20.5,18.7,1.6,,,,,,,,,,,,,,,,,,,,,,
Gausman, Kevin,592332,2019,28,31,102.1,114,25.3,5.72,R,1643,57,93.9,2249,-10.9,-15.7,19.1,2,1.8,82.3,2310,1.2,-38.2,4.8,2.6,3.5,82.6,1773,-12.3,-28.4,17.4,1.7,,,,,,,,,,,,,,,,,,,,,,37.7,83.5,1576,-13.9,-35.6,14.8,1.8,,,,,,,,
Gonzalez, Chi Chi,592346,2019,27,14,63.0,46,16.5,5.29,R,1145,42.2,92.4,2428,-3.5,-21.5,12,1.3,6.5,82,2632,5,-43.4,5.5,1.4,11.4,86.5,1708,-12.3,-34.9,12.9,1.4,,,,,,,,11.7,91.5,2302,-12,-26,14.4,1.3,28.3,86.9,2535,2.2,-33.5,5.2,1.6,,,,,,,,,,,,,,,
Gray, Jon,592351,2019,28,26,150.0,150,23.5,3.84,R,2372,51.3,96,2066,-11,-18.3,16,1.2,33.5,88.3,2220,1.6,-30.2,5.9,1.4,2.9,86.7,1559,-9.5,-27.4,13.4,1.2,11.1,78.6,2518,10.1,-52,12.6,1.7,1.2,95.4,1799,-13.5,-23.1,15.4,1.3,,,,,,,,,,,,,,,,,,,,,,
Hembree, Heath,592390,2019,30,45,39.2,46,26.6,3.86,R,718,69.9,93.6,2456,-7.5,-13.9,19,1.4,16.2,87.5,2624,2.6,-29,7.7,1.5,,,,,,,,13.9,81.7,2760,9.8,-48.9,12.4,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson, Luke,592426,2019,28,70,72.2,106,33.7,3.84,R,1253,37.9,96.1,2304,-7.2,-12.3,18.6,0.9,53.6,87.7,2576,2.2,-42.8,7.9,1.1,0.1,83.7,2134,-9.8,-24.4,18.9,,8.5,83.8,2645,7.7,-53.6,16.1,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kahnle, Tommy,592454,2019,30,72,61.1,88,35.5,3.67,R,999,43.7,96.5,2284,-6.6,-13.6,16.9,1.2,3.9,83.3,2466,8.6,-39.6,9,1.4,52.4,90,1483,-13.9,-28.9,14.9,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingham, Nick,592468,2019,28,25,55.2,46,17.8,7.28,R,1027,39.2,91.9,2311,-3.1,-18.5,14.8,1.2,1.3,82,2355,5.9,-43,6.1,1.4,16.7,85.1,2045,-15.3,-31.7,17,1.3,19.3,80.1,2373,9,-55.2,14.4,1.5,10.4,90,2165,-12.2,-26.6,14.6,1.2,13,90.6,2281,2,-25,9.5,1.4,,,,,,,,,,,,,,,
Kolarek, Adam,592473,2019,30,80,55.0,45,19.7,3.27,L,794,10.6,91.6,2211,13.3,-19.1,19,1.4,7.9,75.7,1979,-9.3,-41,12.8,1.5,9.2,81.4,2173,19.9,-44.2,20.4,1.4,,,,,,,,71.3,88.9,2151,18.6,-39.3,19.2,1.3,1,83,1329,2,-36,5.2,1.6,,,,,,,,,,,,,,,
Osich, Josh,592612,2019,31,57,67.2,61,22.4,4.66,L,1053,10.2,94.4,2367,4.4,-18.8,13.4,1.3,11.4,77.9,2288,-1.3,-51.9,5.2,3,4.7,84.1,1686,12.1,-25.9,18.4,1.6,,,,,,,,6.9,94.4,2359,14.2,-22.7,16.9,1.5,66.8,89.3,2269,-2.4,-28.7,7.1,1.7,,,,,,,,,,,,,,,
Plutko, Adam,592644,2019,28,21,109.1,78,16.9,4.86,R,1794,53.9,91.1,2265,-4.2,-14.8,19.1,1.1,0.4,80,2738,10,-42.8,10.4,1.4,11.2,84.1,1630,-8.4,-26.6,15.1,1.4,10.5,77.3,2886,10.2,-54.6,12.6,1.6,,,,,,,,24,85.9,2456,4.2,-29.7,9.5,1.5,,,,,,,,,,,,,,,
Ray, Robbie,592662,2019,28,33,174.1,235,31.5,4.34,L,3058,42.7,92.4,2257,7.1,-14,19.7,1.5,30.8,84.2,2145,-1.9,-34.7,5.1,1.8,,,,,,,,16.5,81.6,2045,-1.2,-46.5,5,2.4,10,92.2,2182,13.8,-18.4,19.8,1.5,,,,,,,,,,,,,,,,,,,,,,
Sadzeck, Connor,592712,2019,28,20,23.2,27,25.2,2.66,R,424,37.7,96.4,2298,-10.8,-15.3,18.3,1.5,51.2,89.9,2287,-0.1,-27.2,7.7,1.5,2.1,90.6,2163,-11.4,-27.8,13,1.6,,,,,,,,9,94.3,2080,-17.7,-23.8,19.3,1.2,,,,,,,,,,,,,,,,,,,,,,
Sampson, Adrian,592716,2019,28,35,125.1,101,17.9,5.89,R,2056,,,,,,,,33.2,83.9,2595,3.6,-41.1,4.5,1.7,12.5,87.4,1856,-16,-28.6,18,1.3,0.1,79.3,2516,4.8,-47.5,5.2,1.4,54.2,92.5,2016,-13.1,-19.8,18.3,1.2,,,,,,,,,,,,,,,,,,,,,,
Sanchez, Aaron,592717,2019,27,27,131.1,115,19.0,5.89,R,2305,36.4,93.4,2253,-13.7,-17.3,19.7,1.6,,,,,,,,19.4,88,1811,-17.1,-29.1,18.4,1.8,23.1,78.4,2841,14.8,-59.1,20,1.7,21.1,93.8,2241,-17,-20.7,20,1.5,,,,,,,,,,,,,,,,,,,,,,
Smith, Caleb,592761,2019,28,28,153.1,168,26.0,4.52,L,2661,53.8,91.6,2425,14.6,-17.4,22.5,1.4,31.6,83.5,2297,-2.1,-37.5,5.2,1.9,14.7,82.6,1918,15.9,-30.9,19.5,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smyly, Drew,592767,2019,30,25,114.0,120,23.3,6.24,L,2130,47.2,91.2,2086,5.5,-14.6,20.3,1.4,,,,,,,,4.9,82.5,1185,3.6,-27,16,1.7,29.2,77.4,1950,4.1,-49.3,5,1.5,,,,,,,,18.7,86.7,2053,1.9,-26.4,11.5,1.2,,,,,,,,,,,,,,,
Stanek, Ryne,592773,2019,28,63,77.0,89,27.2,3.97,R,1298,55.7,97.5,2364,-9.1,-11.9,20,1,23.6,89.6,2251,0.2,-31,4.6,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7,88.3,1103,-10.3,-31.3,11.9,1.3,,,,,,,,
Stewart, Brock,592779,2019,28,13,25.2,19,15.3,9.82,R,486,5.3,91.7,2408,-9.9,-17.5,18.2,1.5,32.5,83.6,2351,5.8,-36.3,7.5,1.8,13.4,82.7,1653,-13.5,-33.8,14.9,1.6,,,,,,,,48.8,91.5,2411,-12.8,-19.2,18.8,1.3,,,,,,,,,,,,,,,,,,,,,,
Syndergaard, Noah,592789,2019,27,32,197.2,202,24.5,4.28,R,3094,29.3,97.8,2197,-6.1,-13.8,16,1.1,15.2,89.1,2178,3.7,-34.3,4.6,1.8,16.3,91.1,1689,-15.5,-24.5,17.8,1.3,9.5,80.4,2275,11.9,-46.1,12.7,1.8,29.8,97.5,2106,-14.2,-19.2,17.2,1.2,,,,,,,,,,,,,,,,,,,,,,
Taillon, Jameson,592791,2019,28,7,37.1,30,19.0,4.10,R,555,26.7,94.7,2328,-1.2,-17.2,13.5,1.1,31.9,88.7,2473,5.4,-30,7.8,1.7,5.4,88,1897,-11.7,-27.7,14.5,1.3,15.7,82.2,2746,10.4,-52.7,15.7,1.4,20.4,94.9,2289,-11.7,-19.8,16,1.3,,,,,,,,,,,,,,,,,,,,,,
Thornburg, Tyler,592804,2019,31,16,18.2,22,25.6,7.71,R,382,55,93.7,2518,-5.5,-11.5,21.2,1,,,,,,,,18.8,85.5,1538,-10.9,-24.9,16.9,1.5,26.2,78.3,2826,10.5,-61.2,18.5,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuivailala, Sam,592815,2019,27,23,23.0,27,28.7,2.35,R,390,33.3,93.5,2199,-10.5,-17.1,18.3,1.1,20.3,86.8,1957,2.3,-31,6.6,1.5,,,,,,,,17.9,78.8,2276,11.3,-54.6,14.5,1.2,28.5,93.3,2137,-16.6,-22.3,19.3,1.1,,,,,,,,,,,,,,,,,,,,,,
Velasquez, Vince,592826,2019,27,33,117.1,130,25.2,4.91,R,2119,62.5,94.2,2398,-4.1,-13.7,17.5,1.5,20,86.4,2467,5.8,-35,6.6,1.7,,,,,,,,12.2,83.1,2475,4.7,-50.3,11.3,1.7,5.3,92,2025,-12.7,-23.9,15.2,1.8,,,,,,,,,,,,,,,,,,,,,,
Wick, Rowan,592858,2019,27,31,33.1,35,25.0,2.43,R,587,66.1,95.8,2350,-1.6,-12.9,17.1,1.1,3.7,83.5,2361,5.6,-42.7,6.6,1.6,,,,,,,,27.8,76.9,2582,8.9,-65.1,19.6,1.5,,,,,,,,2.4,91.8,2355,4.7,-23.2,11.1,1.6,,,,,,,,,,,,,,,
Williams, Trevor,592866,2019,27,26,145.2,113,17.8,5.38,R,2327,51.9,91.7,2203,-6.4,-18.2,15.4,1.3,20.1,82.9,2202,6.3,-38,6.9,1.6,12.1,83.6,1814,-14.1,-29.7,16.8,1.3,0.9,76.7,2259,7.5,-50.9,8.6,1.4,15,89.6,1937,-14.2,-26.6,16,1.4,,,,,,,,,,,,,,,,,,,,,,
Wojciechowski, Asher,592879,2019,31,17,82.1,80,22.2,4.92,R,1467,53.9,91.5,2235,-3.5,-15.2,17.4,1.2,24.5,80.6,2371,13.6,-43.9,14,1.4,2.3,85.4,2000,-10.8,-22.5,18.2,1.4,,,,,,,,,,,,,,,19.3,85.7,2408,5.9,-31.8,8.1,1.5,,,,,,,,,,,,,,,
Feliz, Michael,593140,2019,26,58,56.1,73,30.5,3.99,R,1016,73.4,95.1,2311,-2.4,-12.5,18,1.6,20.2,81.8,2374,7.9,-37.6,9.5,2,6.4,86.1,1950,-11.2,-22.4,18,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodriguez, Richard,593144,2019,29,72,65.1,63,22.1,3.72,R,1150,81.9,93.2,2506,-13.7,-16.4,20.5,1.1,14.3,81.6,2421,5.2,-45.9,7.6,1.3,0.4,86.9,1833,-12.7,-21.6,19.1,1.4,,,,,,,,3.3,92.7,2432,-16.7,-21.5,19.5,1.3,,,,,,,,,,,,,,,,,,,,,,
German, Domingo,593334,2019,27,27,143.0,153,25.8,4.03,R,2247,34.4,93.4,2440,-10.3,-16.3,18.8,1.4,,,,,,,,19,87,2414,-17.4,-26.6,20,1.4,36.1,81.7,2599,1.5,-46.8,5.3,1.5,10.5,94,2420,-17.5,-22.5,19.8,1.3,,,,,,,,,,,,,,,,,,,,,,
Martinez, Carlos,593372,2019,28,48,48.1,53,26.5,3.17,R,766,29.6,96.6,2125,-9.2,-17.4,15.9,1.6,28.5,86.1,2145,8.8,-36.1,10,1.6,18.9,88.1,1891,-15.6,-38.3,15.9,1.4,,,,,,,,20.6,94.3,2003,-17.1,-28.2,17.7,1.3,2.3,93.9,2293,-2.7,-22,10.5,1.6,,,,,,,,,,,,,,,
Montas, Frankie,593423,2019,26,16,96.0,103,26.1,2.63,R,1485,18.7,96.8,2421,-9.3,-12.3,20.3,1.3,25,88.4,2509,5,-31.8,7.3,1.7,,,,,,,,,,,,,,,38,96.4,2359,-16.5,-17.4,21.1,1.3,,,,,,,,18.2,86.8,1636,-13.2,-32.5,14.5,1.3,,,,,,,,
Neris, Hector,593576,2019,30,68,67.2,89,32.4,2.93,R,1125,25.8,94.4,2477,-9.6,-15.6,18.3,1,,,,,,,,,,,,,,,,,,,,,,8.9,94.8,2373,-16.1,-21.3,18.7,1.1,,,,,,,,65.3,86.9,1519,-7.7,-36.3,8.4,1.1,,,,,,,,
Ynoa, Gabriel,593679,2019,26,36,110.2,67,14.0,5.61,R,1815,31.1,93.4,2049,-13.1,-20.1,17.9,1.3,28,84,2280,2.5,-38.6,3.9,1.9,13.7,85.9,2007,-17.3,-29.6,19.4,1.4,2.3,79.9,2306,5.6,-47.2,6.9,1.3,25,93.6,2029,-17.5,-24.4,19.2,1.2,,,,,,,,,,,,,,,,,,,,,,
Suero, Wander,593833,2019,28,78,71.1,81,27.4,4.54,R,1210,0.2,94.5,2471,-7.2,-20.9,12.3,1.5,,,,,,,,20.6,87.5,2101,-10.6,-29.8,12.6,1.7,7.1,79.5,2829,12.2,-56.6,17.5,1.9,,,,,,,,72.1,92.9,2554,3.2,-20.1,12.4,1.5,,,,,,,,,,,,,,,
Rodriguez, Eduardo,593958,2019,26,34,203.1,213,24.8,3.81,L,3279,38.9,93,2198,8.9,-18.1,16.7,1.3,2.1,84.7,2195,-5.5,-35.3,7.6,3.1,23.9,87.6,2049,17.5,-30.2,18.6,1.5,3.3,82.3,2288,-4.2,-46.2,6.9,2.5,15.3,92.9,2141,15,-22,18.2,1.4,16.5,88.5,2226,-1.2,-27.2,8.5,1.7,,,,,,,,,,,,,,,
Peralta, Wandy,593974,2019,28,47,39.2,32,18.6,5.67,L,645,11.5,95.8,2171,10.5,-15.7,18.6,1.2,38.1,87.5,2253,-0.2,-32.3,4.8,1.4,24.8,87.4,2186,17.8,-30.4,19,1.2,,,,,,,,25.6,95,2199,16.3,-20.8,19.7,1.4,,,,,,,,,,,,,,,,,,,,,,
Guerrero, Tayron,594027,2019,28,52,46.0,43,19.9,6.26,R,900,70.1,98.9,2178,-8.9,-12,18.2,1.6,20.4,87.3,1954,4.1,-35,4.7,1.7,,,,,,,,,,,,,,,9.4,99.3,2153,-13.1,-15.3,18.1,1.9,,,,,,,,,,,,,,,,,,,,,,
Gustave, Jandel,594311,2019,27,23,24.1,14,14.1,2.96,R,349,51.6,96.1,2416,-9.4,-17.8,15.6,1.2,28.4,85.4,2321,7.2,-38.8,7.5,1.5,,,,,,,,,,,,,,,20.1,96,2334,-15.2,-23.6,16.7,1.5,,,,,,,,,,,,,,,,,,,,,,
Mayers, Mike,594577,2019,28,16,19.0,16,18.2,6.63,R,338,51.8,94.8,2353,-9.9,-14,19.7,1.7,37.9,85.7,2199,3.9,-38.2,4.4,2.2,1.8,89.2,2129,-10.3,-18.8,19.3,1.4,8.6,76.8,2620,11.6,-60.1,16.8,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deGrom, Jacob,594798,2019,31,32,204.0,255,31.7,2.43,R,3075,48.1,96.9,2389,-5.8,-12.2,17.5,1.2,32.4,92.4,2455,3,-24.6,7.6,1.2,15.6,90.2,1698,-13.6,-28.5,14.5,1.5,2.8,84.3,2569,6.3,-40.9,7,1.8,1.1,96.7,2281,-11.4,-15.3,17.6,1.6,,,,,,,,,,,,,,,,,,,,,,
Gonzales, Marco,594835,2019,27,34,203.0,147,17.0,3.99,L,3162,0.9,88.1,2208,4.3,-15.8,20.3,1.3,,,,,,,,24.1,81.2,2171,16.9,-32.1,19.7,1.1,15.9,76.3,2346,-8.4,-60.7,14.8,1.4,38.6,88.9,2253,11.4,-18.6,20.1,0.9,20.6,85.2,2246,0.5,-27.8,10.3,1.2,,,,,,,,,,,,,,,
Grace, Matt,594840,2019,31,51,46.2,35,17.0,6.36,L,704,,,,,,,,30.3,83.4,2001,-4.2,-38,5.5,1.3,4.4,85.3,1577,16.4,-32.3,17.6,1.4,0.1,77.8,,-4.7,-50,5.3,,62.5,91.2,1818,14.6,-26,16.6,1.3,2.7,88.9,1882,1.5,-28.7,7.3,1.4,,,,,,,,,,,,,,,
Ponce de Leon, Daniel,594965,2019,27,13,48.2,52,25.6,3.70,R,861,70.7,93.3,2335,-11.6,-15,20.9,1.6,0.1,84.4,2426,3.7,-39.7,3.8,,7.3,83.1,2221,-17.9,-29.3,21.5,1.4,8.5,77.9,2728,9.3,-62.3,17.3,2.1,,,,,,,,13.4,89.1,2473,-1.8,-27,8.9,1.8,,,,,,,,,,,,,,,
Ryan, Kyle,594986,2019,28,73,61.0,58,22.3,3.54,L,1052,19.5,89.8,2070,3.6,-23.5,11.4,1.1,,,,,,,,0.3,84.3,1773,13.7,-28.7,17.1,1.5,12.8,79.8,2424,-9.4,-48,10.4,1.3,30.5,89.2,1982,9.9,-29.7,11.1,1.2,36.9,87.3,2187,-3.3,-30.8,6.6,1.4,,,,,,,,,,,,,,,
Sadler, Casey,594987,2019,29,33,46.1,31,16.0,2.14,R,696,0.6,93.3,2449,-10,-17.2,17.9,1.4,,,,,,,,3,86.8,1762,-13.2,-31.7,14.5,1.3,27.4,81.7,2911,10.8,-50.2,13.5,1.3,37.8,93.4,2341,-15.9,-23.8,17.9,1.2,31.2,90.2,2600,2.3,-27.3,7.8,1.3,,,,,,,,,,,,,,,
